iter	Logloss
0	0.6144812988
1	0.5453807617
2	0.4810945313
3	0.4257949219
4	0.3758100342
5	0.3317795166
6	0.2943364014
7	0.2625290527
8	0.2335299805
9	0.2079564941
10	0.1860990967
11	0.1675353027
12	0.1495602905
13	0.1349552124
14	0.1214210938
15	0.1095259277
16	0.09912409668
17	0.08999299316
18	0.08197344971
19	0.07519337769
20	0.06917200928
21	0.06344415283
22	0.05875413818
23	0.05426810303
24	0.05019442749
25	0.04673422546
26	0.04350904236
27	0.04071690063
28	0.03812350769
29	0.03599261169
30	0.0338612854
31	0.03190155945
32	0.03001785889
33	0.02833134766
34	0.02687748413
35	0.02566073914
36	0.02444107361
37	0.02334872589
38	0.02229483948
39	0.02129911804
40	0.0205039093
41	0.01975980835
42	0.01901349487
43	0.01840575714
44	0.01771864471
45	0.01706802368
46	0.01659651947
47	0.01599998016
48	0.01559021301
49	0.01517360992
50	0.01482234802
51	0.01448819275
52	0.01420742188
53	0.01393025208
54	0.01367539368
55	0.01342233887
56	0.01312704773
57	0.01287842712
58	0.01266886292
59	0.0124378746
60	0.01223249054
61	0.01204275742
62	0.01181880112
63	0.01163044357
64	0.01149408569
65	0.01133156128
66	0.01119642181
67	0.0110722168
68	0.01095767822
69	0.01083792419
70	0.01074432068
71	0.01061831665
72	0.01052104034
73	0.01041548157
74	0.01032509308
75	0.0102370018
76	0.01016932526
77	0.01008330002
78	0.01001862259
79	0.009926713562
80	0.009869503021
81	0.009779038239
82	0.009714169312
83	0.00965335083
84	0.009584481812
85	0.009527875519
86	0.009446116638
87	0.009398405457
88	0.009351826477
89	0.00927563858
90	0.009194297791
91	0.009109880829
92	0.009070806885
93	0.00904276886
94	0.009008735657
95	0.008963648224
96	0.008921920776
97	0.008880835724
98	0.008829079437
99	0.008787678528
100	0.008738982391
101	0.008714234924
102	0.008691238403
103	0.008652213287
104	0.008604115295
105	0.008571083832
106	0.008525450134
107	0.008514613342
108	0.008495007324
109	0.008452814484
110	0.008428468323
111	0.008407414246
112	0.008378609467
113	0.008340068054
114	0.008300402832
115	0.008271748352
116	0.008240762329
117	0.00822066803
118	0.008180495453
119	0.008156382751
120	0.008117892456
121	0.008075674438
122	0.008044838715
123	0.008021101379
124	0.007997595215
125	0.007961471558
126	0.007914513397
127	0.00786171875
128	0.00781029892
129	0.007789651489
130	0.007771928406
131	0.007754512024
132	0.007713082123
133	0.007685643768
134	0.007661697388
135	0.007614308167
136	0.007590979004
137	0.007567878723
138	0.007545121765
139	0.007501874542
140	0.00748200531
141	0.007457871246
142	0.007432648468
143	0.007378501892
144	0.007337328339
145	0.007318731689
146	0.007299177551
147	0.007281518555
148	0.007246992493
149	0.007204629517
150	0.007184381866
151	0.007169604492
152	0.007158688354
153	0.007127392578
154	0.007098058319
155	0.00706786499
156	0.007039302063
157	0.007020878601
158	0.006997720337
159	0.006976078796
160	0.006956496429
161	0.00693144989
162	0.006881932831
163	0.006871420288
164	0.006861118317
165	0.006841648865
166	0.006831590271
167	0.006798344421
168	0.006774601746
169	0.006745121765
170	0.006726235962
171	0.006699513245
172	0.006669561768
173	0.006632248688
174	0.006621778107
175	0.006580345154
176	0.006539046478
177	0.006511083984
178	0.0064697052
179	0.006437382507
180	0.006420730591
181	0.006390441513
182	0.006360659027
183	0.006325115204
184	0.006304320145
185	0.006283937073
186	0.00626219368
187	0.00624492836
188	0.006227915573
189	0.006207748795
190	0.006196036148
191	0.006182424164
192	0.006138381958
193	0.006120649719
194	0.006103228378
195	0.006063221741
196	0.006033290482
197	0.006014574432
198	0.006005896759
199	0.005979357147
200	0.005965159988
201	0.005953443909
202	0.005938222122
203	0.005917727661
204	0.005883140564
205	0.005856248474
206	0.005843434906
207	0.005829806519
208	0.005809434509
209	0.005779211426
210	0.005764103317
211	0.005748833466
212	0.005733424377
213	0.005697732544
214	0.005679478836
215	0.005660527802
216	0.005641273499
217	0.005625389099
218	0.005595343781
219	0.00558081131
220	0.005560861206
221	0.005538245773
222	0.00550063858
223	0.005456488037
224	0.005439720154
225	0.005410375977
226	0.005398180389
227	0.005372415924
228	0.005358483505
229	0.00534100647
230	0.005325035095
231	0.005315807343
232	0.005284114838
233	0.005224132538
234	0.00520891037
235	0.005182632828
236	0.005164852142
237	0.005153307343
238	0.005125800705
239	0.005106227112
240	0.005097935867
241	0.005090406036
242	0.005067806244
243	0.005054419708
244	0.005025485229
245	0.005010556793
246	0.004972994614
247	0.00494509201
248	0.004918898392
249	0.004905398178
250	0.004897027206
251	0.004869026566
252	0.004848323059
253	0.00482312851
254	0.004807982635
255	0.004791269684
256	0.004781119156
257	0.004756932068
258	0.004741829681
259	0.004728846741
260	0.004708469009
261	0.00468984375
262	0.004652200699
263	0.004643344116
264	0.004633467102
265	0.004616157913
266	0.004599085999
267	0.00457681427
268	0.004560944366
269	0.004549376297
270	0.004535874176
271	0.004525630951
272	0.004506156158
273	0.004485308075
274	0.004468697739
275	0.004443849182
276	0.004428522491
277	0.004406057739
278	0.004384445953
279	0.004354626083
280	0.004328570175
281	0.004307653046
282	0.004300112534
283	0.004291187286
284	0.004278617477
285	0.004269925308
286	0.004252376556
287	0.00423979187
288	0.004215779114
289	0.004200514984
290	0.004179566193
291	0.004163614655
292	0.004130167389
293	0.004096589279
294	0.004074807739
295	0.004064336777
296	0.004049832153
297	0.004025879669
298	0.0039979702
299	0.003978258514
300	0.003963931274
301	0.003952769852
302	0.003938199615
303	0.003924030304
304	0.003914865112
305	0.003900248718
306	0.003887264252
307	0.003876364899
308	0.003864430237
309	0.00383342514
310	0.003815029907
311	0.003797062683
312	0.003786384583
313	0.003776133728
314	0.003762897491
315	0.003750370026
316	0.003737921906
317	0.003715817261
318	0.003712052536
319	0.003697660446
320	0.003666840363
321	0.003650802994
322	0.003604436493
323	0.003593181229
324	0.003582770538
325	0.003576280975
326	0.00356782608
327	0.003553704834
328	0.003543037796
329	0.003526292038
330	0.003517151642
331	0.003511323166
332	0.003503890228
333	0.003491756439
334	0.003475488663
335	0.003461434937
336	0.003449367523
337	0.003435715866
338	0.00342135849
339	0.003412710571
340	0.003402154541
341	0.003393972778
342	0.003388232803
343	0.00337714386
344	0.003368714905
345	0.003352905655
346	0.003344924927
347	0.003337694931
348	0.00332420311
349	0.003316508484
350	0.00330792923
351	0.003298638916
352	0.003283031464
353	0.003268410492
354	0.003227164459
355	0.003202000046
356	0.003190891266
357	0.003187038803
358	0.003174398422
359	0.003161270142
360	0.003156570435
361	0.003151852417
362	0.003147033882
363	0.003143396759
364	0.003128025436
365	0.003116445541
366	0.003109518814
367	0.003099914932
368	0.003097399139
369	0.003071801376
370	0.003059999466
371	0.003056012726
372	0.003044850922
373	0.003039434433
374	0.00303507309
375	0.003014200974
376	0.003006892395
377	0.003002789879
378	0.002996883583
379	0.002978277969
380	0.002974030495
381	0.002951879883
382	0.002947460938
383	0.002941976738
384	0.002936233521
385	0.002931770134
386	0.002918679237
387	0.002908639526
388	0.002901754951
389	0.002894261932
390	0.002886007118
391	0.002873743439
392	0.002861766052
393	0.002856842422
394	0.002848942566
395	0.002842219543
396	0.002833690262
397	0.002824499893
398	0.002818630791
399	0.002816781044
400	0.00281241436
401	0.002806823349
402	0.002798552132
403	0.002792510605
404	0.00278555336
405	0.002780184555
406	0.002778218269
407	0.002773894119
408	0.002766981125
409	0.002761889267
410	0.002753977394
411	0.002736766243
412	0.002728549957
413	0.002724471664
414	0.002720653152
415	0.002714002609
416	0.002712663078
417	0.002707798767
418	0.002705228043
419	0.002695755768
420	0.002688798904
421	0.00267869339
422	0.002670856094
423	0.002662682724
424	0.002647082329
425	0.002644391251
426	0.002641773796
427	0.002639435577
428	0.002634320068
429	0.002626063919
430	0.002615237617
431	0.002613079643
432	0.002603567696
433	0.002595580864
434	0.002589517975
435	0.002583421707
436	0.002578494263
437	0.002576221466
